dataset,shots,rep,method,accuracy
"Digits-32, $\sigma=1.2$",5,4,DATER-reg,0.61
"Digits-32, $\sigma=1.2$",5,4,MPCA,0.572
"Digits-32, $\sigma=1.2$",5,4,2DLDA,0.576
"Digits-32, $\sigma=1.2$",5,4,Nearest centroid,0.576
"Digits-32, $\sigma=1.2$",5,4,Ridge,0.484
"Digits-32, $\sigma=1.2$",5,4,Shrinkage LDA,0.506
"Digits-32, $\sigma=1.2$",5,5,L-2DLDA,0.63
"Digits-32, $\sigma=1.2$",5,5,DATER-reg,0.61
"Digits-32, $\sigma=1.2$",5,5,MPCA,0.574
"Digits-32, $\sigma=1.2$",5,5,2DLDA,0.586
"Digits-32, $\sigma=1.2$",5,5,Nearest centroid,0.58
"Digits-32, $\sigma=1.2$",5,5,Ridge,0.522
"Digits-32, $\sigma=1.2$",5,5,Shrinkage LDA,0.562
"Digits-32, $\sigma=1.2$",5,6,L-2DLDA,0.632
"Digits-32, $\sigma=1.2$",5,6,DATER-reg,0.59
"Digits-32, $\sigma=1.2$",5,6,MPCA,0.536
"Digits-32, $\sigma=1.2$",5,6,2DLDA,0.552
"Digits-32, $\sigma=1.2$",5,6,Nearest centroid,0.56
"Digits-32, $\sigma=1.2$",5,6,Ridge,0.494
"Digits-32, $\sigma=1.2$",5,6,Shrinkage LDA,0.516
"Digits-32, $\sigma=1.2$",5,7,L-2DLDA,0.614
"Digits-32, $\sigma=1.2$",5,7,DATER-reg,0.582
"Digits-32, $\sigma=1.2$",5,7,MPCA,0.522
"Digits-32, $\sigma=1.2$",5,7,2DLDA,0.528
"Digits-32, $\sigma=1.2$",5,7,Nearest centroid,0.532
"Digits-32, $\sigma=1.2$",5,7,Ridge,0.498
"Digits-32, $\sigma=1.2$",5,7,Shrinkage LDA,0.496
"Digits-32, $\sigma=1.2$",5,8,L-2DLDA,0.574
"Digits-32, $\sigma=1.2$",5,8,DATER-reg,0.56
"Digits-32, $\sigma=1.2$",5,8,MPCA,0.506
"Digits-32, $\sigma=1.2$",5,8,2DLDA,0.518
"Digits-32, $\sigma=1.2$",5,8,Nearest centroid,0.518
"Digits-32, $\sigma=1.2$",5,8,Ridge,0.462
"Digits-32, $\sigma=1.2$",5,8,Shrinkage LDA,0.508
"Digits-32, $\sigma=1.2$",5,9,L-2DLDA,0.624
"Digits-32, $\sigma=1.2$",5,9,DATER-reg,0.604
"Digits-32, $\sigma=1.2$",5,9,MPCA,0.542
"Digits-32, $\sigma=1.2$",5,9,2DLDA,0.558
"Digits-32, $\sigma=1.2$",5,9,Nearest centroid,0.552
"Digits-32, $\sigma=1.2$",5,9,Ridge,0.494
"Digits-32, $\sigma=1.2$",5,9,Shrinkage LDA,0.51
"Digits-32, $\sigma=1.2$",5,10,L-2DLDA,0.594
"Digits-32, $\sigma=1.2$",5,10,DATER-reg,0.582
"Digits-32, $\sigma=1.2$",5,10,MPCA,0.542
"Digits-32, $\sigma=1.2$",5,10,2DLDA,0.564
"Digits-32, $\sigma=1.2$",5,10,Nearest centroid,0.562
"Digits-32, $\sigma=1.2$",5,10,Ridge,0.484
"Digits-32, $\sigma=1.2$",5,10,Shrinkage LDA,0.5
"Digits-32, $\sigma=1.2$",5,11,L-2DLDA,0.67
"Digits-32, $\sigma=1.2$",5,11,DATER-reg,0.65
"Digits-32, $\sigma=1.2$",5,11,MPCA,0.604
"Digits-32, $\sigma=1.2$",5,11,2DLDA,0.618
"Digits-32, $\sigma=1.2$",5,11,Nearest centroid,0.608
"Digits-32, $\sigma=1.2$",5,11,Ridge,0.542
"Digits-32, $\sigma=1.2$",5,11,Shrinkage LDA,0.582
"Digits-32, $\sigma=1.2$",5,12,L-2DLDA,0.65
"Digits-32, $\sigma=1.2$",5,12,DATER-reg,0.626
"Digits-32, $\sigma=1.2$",5,12,MPCA,0.564
"Digits-32, $\sigma=1.2$",5,12,2DLDA,0.578
"Digits-32, $\sigma=1.2$",5,12,Nearest centroid,0.588
"Digits-32, $\sigma=1.2$",5,12,Ridge,0.5
"Digits-32, $\sigma=1.2$",5,12,Shrinkage LDA,0.554
"Digits-32, $\sigma=1.2$",5,13,L-2DLDA,0.62
"Digits-32, $\sigma=1.2$",5,13,DATER-reg,0.576
"Digits-32, $\sigma=1.2$",5,13,MPCA,0.532
"Digits-32, $\sigma=1.2$",5,13,2DLDA,0.542
"Digits-32, $\sigma=1.2$",5,13,Nearest centroid,0.536
"Digits-32, $\sigma=1.2$",5,13,Ridge,0.48
"Digits-32, $\sigma=1.2$",5,13,Shrinkage LDA,0.498
"Digits-32, $\sigma=1.2$",5,14,L-2DLDA,0.63
"Digits-32, $\sigma=1.2$",5,14,DATER-reg,0.61
"Digits-32, $\sigma=1.2$",5,14,MPCA,0.578
"Digits-32, $\sigma=1.2$",5,14,2DLDA,0.59
"Digits-32, $\sigma=1.2$",5,14,Nearest centroid,0.578
"Digits-32, $\sigma=1.2$",5,14,Ridge,0.508
"Digits-32, $\sigma=1.2$",5,14,Shrinkage LDA,0.54
"Digits-32, $\sigma=1.2$",5,15,L-2DLDA,0.622
"Digits-32, $\sigma=1.2$",5,15,DATER-reg,0.572
"Digits-32, $\sigma=1.2$",5,15,MPCA,0.498
"Digits-32, $\sigma=1.2$",5,15,2DLDA,0.504
"Digits-32, $\sigma=1.2$",5,15,Nearest centroid,0.516
"Digits-32, $\sigma=1.2$",5,15,Ridge,0.442
"Digits-32, $\sigma=1.2$",5,15,Shrinkage LDA,0.466
"Digits-32, $\sigma=1.2$",5,16,L-2DLDA,0.614
"Digits-32, $\sigma=1.2$",5,16,DATER-reg,0.598
"Digits-32, $\sigma=1.2$",5,16,MPCA,0.58
"Digits-32, $\sigma=1.2$",5,16,2DLDA,0.59
"Digits-32, $\sigma=1.2$",5,16,Nearest centroid,0.594
"Digits-32, $\sigma=1.2$",5,16,Ridge,0.508
"Digits-32, $\sigma=1.2$",5,16,Shrinkage LDA,0.532
"Digits-32, $\sigma=1.2$",5,17,L-2DLDA,0.67
"Digits-32, $\sigma=1.2$",5,17,DATER-reg,0.622
"Digits-32, $\sigma=1.2$",5,17,MPCA,0.594
"Digits-32, $\sigma=1.2$",5,17,2DLDA,0.608
"Digits-32, $\sigma=1.2$",5,17,Nearest centroid,0.598
"Digits-32, $\sigma=1.2$",5,17,Ridge,0.45
"Digits-32, $\sigma=1.2$",5,17,Shrinkage LDA,0.504
"Digits-32, $\sigma=1.2$",5,18,L-2DLDA,0.642
"Digits-32, $\sigma=1.2$",5,18,DATER-reg,0.626
"Digits-32, $\sigma=1.2$",5,18,MPCA,0.556
"Digits-32, $\sigma=1.2$",5,18,2DLDA,0.556
"Digits-32, $\sigma=1.2$",5,18,Nearest centroid,0.566
"Digits-32, $\sigma=1.2$",5,18,Ridge,0.506
"Digits-32, $\sigma=1.2$",5,18,Shrinkage LDA,0.508
"Digits-32, $\sigma=1.2$",5,19,L-2DLDA,0.62
"Digits-32, $\sigma=1.2$",5,19,DATER-reg,0.598
"Digits-32, $\sigma=1.2$",5,19,MPCA,0.57
"Digits-32, $\sigma=1.2$",5,19,2DLDA,0.57
"Digits-32, $\sigma=1.2$",5,19,Nearest centroid,0.582
"Digits-32, $\sigma=1.2$",5,19,Ridge,0.494
"Digits-32, $\sigma=1.2$",5,19,Shrinkage LDA,0.544
"Digits-32, $\sigma=1.2$",5,20,L-2DLDA,0.618
"Digits-32, $\sigma=1.2$",5,20,DATER-reg,0.596
"Digits-32, $\sigma=1.2$",5,20,MPCA,0.562
"Digits-32, $\sigma=1.2$",5,20,2DLDA,0.556
"Digits-32, $\sigma=1.2$",5,20,Nearest centroid,0.562
"Digits-32, $\sigma=1.2$",5,20,Ridge,0.474
"Digits-32, $\sigma=1.2$",5,20,Shrinkage LDA,0.524
"Digits-32, $\sigma=1.2$",5,21,L-2DLDA,0.6
"Digits-32, $\sigma=1.2$",5,21,DATER-reg,0.584
"Digits-32, $\sigma=1.2$",5,21,MPCA,0.532
"Digits-32, $\sigma=1.2$",5,21,2DLDA,0.546
"Digits-32, $\sigma=1.2$",5,21,Nearest centroid,0.554
"Digits-32, $\sigma=1.2$",5,21,Ridge,0.442
"Digits-32, $\sigma=1.2$",5,21,Shrinkage LDA,0.496
"Digits-32, $\sigma=1.2$",5,22,L-2DLDA,0.684
"Digits-32, $\sigma=1.2$",5,22,DATER-reg,0.66
"Digits-32, $\sigma=1.2$",5,22,MPCA,0.608
"Digits-32, $\sigma=1.2$",5,22,2DLDA,0.628
"Digits-32, $\sigma=1.2$",5,22,Nearest centroid,0.63
"Digits-32, $\sigma=1.2$",5,22,Ridge,0.586
"Digits-32, $\sigma=1.2$",5,22,Shrinkage LDA,0.608
"Digits-32, $\sigma=1.2$",5,23,L-2DLDA,0.616
"Digits-32, $\sigma=1.2$",5,23,DATER-reg,0.588
"Digits-32, $\sigma=1.2$",5,23,MPCA,0.542
"Digits-32, $\sigma=1.2$",5,23,2DLDA,0.542
"Digits-32, $\sigma=1.2$",5,23,Nearest centroid,0.546
"Digits-32, $\sigma=1.2$",5,23,Ridge,0.45
"Digits-32, $\sigma=1.2$",5,23,Shrinkage LDA,0.502
"Digits-32, $\sigma=1.2$",5,24,L-2DLDA,0.646
"Digits-32, $\sigma=1.2$",5,24,DATER-reg,0.63
"Digits-32, $\sigma=1.2$",5,24,MPCA,0.594
"Digits-32, $\sigma=1.2$",5,24,2DLDA,0.606
"Digits-32, $\sigma=1.2$",5,24,Nearest centroid,0.602
"Digits-32, $\sigma=1.2$",5,24,Ridge,0.484
"Digits-32, $\sigma=1.2$",5,24,Shrinkage LDA,0.514
"Digits-32, $\sigma=1.2$",5,25,L-2DLDA,0.6
"Digits-32, $\sigma=1.2$",5,25,DATER-reg,0.596
"Digits-32, $\sigma=1.2$",5,25,MPCA,0.534
"Digits-32, $\sigma=1.2$",5,25,2DLDA,0.548
"Digits-32, $\sigma=1.2$",5,25,Nearest centroid,0.544
"Digits-32, $\sigma=1.2$",5,25,Ridge,0.448
"Digits-32, $\sigma=1.2$",5,25,Shrinkage LDA,0.524
"Digits-32, $\sigma=1.2$",5,26,L-2DLDA,0.682
"Digits-32, $\sigma=1.2$",5,26,DATER-reg,0.636
"Digits-32, $\sigma=1.2$",5,26,MPCA,0.558
"Digits-32, $\sigma=1.2$",5,26,2DLDA,0.586
"Digits-32, $\sigma=1.2$",5,26,Nearest centroid,0.596
"Digits-32, $\sigma=1.2$",5,26,Ridge,0.534
"Digits-32, $\sigma=1.2$",5,26,Shrinkage LDA,0.584
"Digits-32, $\sigma=1.2$",5,27,L-2DLDA,0.608
"Digits-32, $\sigma=1.2$",5,27,DATER-reg,0.6
"Digits-32, $\sigma=1.2$",5,27,MPCA,0.55
"Digits-32, $\sigma=1.2$",5,27,2DLDA,0.55
"Digits-32, $\sigma=1.2$",5,27,Nearest centroid,0.564
"Digits-32, $\sigma=1.2$",5,27,Ridge,0.502
"Digits-32, $\sigma=1.2$",5,27,Shrinkage LDA,0.55
"Digits-32, $\sigma=1.2$",5,28,L-2DLDA,0.588
"Digits-32, $\sigma=1.2$",5,28,DATER-reg,0.562
"Digits-32, $\sigma=1.2$",5,28,MPCA,0.52
"Digits-32, $\sigma=1.2$",5,28,2DLDA,0.518
"Digits-32, $\sigma=1.2$",5,28,Nearest centroid,0.524
"Digits-32, $\sigma=1.2$",5,28,Ridge,0.414
"Digits-32, $\sigma=1.2$",5,28,Shrinkage LDA,0.502
"Digits-32, $\sigma=1.2$",5,29,L-2DLDA,0.644
"Digits-32, $\sigma=1.2$",5,29,DATER-reg,0.596
"Digits-32, $\sigma=1.2$",5,29,MPCA,0.562
"Digits-32, $\sigma=1.2$",5,29,2DLDA,0.566
"Digits-32, $\sigma=1.2$",5,29,Nearest centroid,0.574
"Digits-32, $\sigma=1.2$",5,29,Ridge,0.484
"Digits-32, $\sigma=1.2$",5,29,Shrinkage LDA,0.516
"Digits-32, $\sigma=1.2$",5,30,L-2DLDA,0.69
"Digits-32, $\sigma=1.2$",5,30,DATER-reg,0.63
"Digits-32, $\sigma=1.2$",5,30,MPCA,0.586
"Digits-32, $\sigma=1.2$",5,30,2DLDA,0.598
"Digits-32, $\sigma=1.2$",5,30,Nearest centroid,0.584
"Digits-32, $\sigma=1.2$",5,30,Ridge,0.568
"Digits-32, $\sigma=1.2$",5,30,Shrinkage LDA,0.578
"Digits-32, $\sigma=1.2$",5,31,L-2DLDA,0.604
"Digits-32, $\sigma=1.2$",5,31,DATER-reg,0.578
"Digits-32, $\sigma=1.2$",5,31,MPCA,0.52
"Digits-32, $\sigma=1.2$",5,31,2DLDA,0.526
"Digits-32, $\sigma=1.2$",5,31,Nearest centroid,0.522
"Digits-32, $\sigma=1.2$",5,31,Ridge,0.486
"Digits-32, $\sigma=1.2$",5,31,Shrinkage LDA,0.53
"Digits-32, $\sigma=1.2$",5,32,L-2DLDA,0.682
"Digits-32, $\sigma=1.2$",5,32,DATER-reg,0.624
"Digits-32, $\sigma=1.2$",5,32,MPCA,0.588
"Digits-32, $\sigma=1.2$",5,32,2DLDA,0.584
"Digits-32, $\sigma=1.2$",5,32,Nearest centroid,0.604
"Digits-32, $\sigma=1.2$",5,32,Ridge,0.508
"Digits-32, $\sigma=1.2$",5,32,Shrinkage LDA,0.556
"Digits-32, $\sigma=1.2$",5,33,L-2DLDA,0.64
"Digits-32, $\sigma=1.2$",5,33,DATER-reg,0.61
"Digits-32, $\sigma=1.2$",5,33,MPCA,0.574
"Digits-32, $\sigma=1.2$",5,33,2DLDA,0.578
"Digits-32, $\sigma=1.2$",5,33,Nearest centroid,0.584
"Digits-32, $\sigma=1.2$",5,33,Ridge,0.47
"Digits-32, $\sigma=1.2$",5,33,Shrinkage LDA,0.542
"Digits-32, $\sigma=1.2$",5,34,L-2DLDA,0.622
"Digits-32, $\sigma=1.2$",5,34,DATER-reg,0.582
"Digits-32, $\sigma=1.2$",5,34,MPCA,0.526
"Digits-32, $\sigma=1.2$",5,34,2DLDA,0.534
"Digits-32, $\sigma=1.2$",5,34,Nearest centroid,0.542
"Digits-32, $\sigma=1.2$",5,34,Ridge,0.486
"Digits-32, $\sigma=1.2$",5,34,Shrinkage LDA,0.478
"Digits-32, $\sigma=1.2$",5,35,L-2DLDA,0.648
"Digits-32, $\sigma=1.2$",5,35,DATER-reg,0.608
"Digits-32, $\sigma=1.2$",5,35,MPCA,0.552
"Digits-32, $\sigma=1.2$",5,35,2DLDA,0.562
"Digits-32, $\sigma=1.2$",5,35,Nearest centroid,0.568
"Digits-32, $\sigma=1.2$",5,35,Ridge,0.502
"Digits-32, $\sigma=1.2$",5,35,Shrinkage LDA,0.534
"Digits-32, $\sigma=1.2$",5,36,L-2DLDA,0.684
"Digits-32, $\sigma=1.2$",5,36,DATER-reg,0.628
"Digits-32, $\sigma=1.2$",5,36,MPCA,0.57
"Digits-32, $\sigma=1.2$",5,36,2DLDA,0.59
"Digits-32, $\sigma=1.2$",5,36,Nearest centroid,0.594
"Digits-32, $\sigma=1.2$",5,36,Ridge,0.562
"Digits-32, $\sigma=1.2$",5,36,Shrinkage LDA,0.59
"Digits-32, $\sigma=1.2$",5,37,L-2DLDA,0.64
"Digits-32, $\sigma=1.2$",5,37,DATER-reg,0.61
"Digits-32, $\sigma=1.2$",5,37,MPCA,0.544
"Digits-32, $\sigma=1.2$",5,37,2DLDA,0.546
"Digits-32, $\sigma=1.2$",5,37,Nearest centroid,0.546
"Digits-32, $\sigma=1.2$",5,37,Ridge,0.528
"Digits-32, $\sigma=1.2$",5,37,Shrinkage LDA,0.574
"Digits-32, $\sigma=1.2$",5,38,L-2DLDA,0.608
"Digits-32, $\sigma=1.2$",5,38,DATER-reg,0.574
"Digits-32, $\sigma=1.2$",5,38,MPCA,0.524
"Digits-32, $\sigma=1.2$",5,38,2DLDA,0.542
"Digits-32, $\sigma=1.2$",5,38,Nearest centroid,0.538
"Digits-32, $\sigma=1.2$",5,38,Ridge,0.474
"Digits-32, $\sigma=1.2$",5,38,Shrinkage LDA,0.524
"Digits-32, $\sigma=1.2$",5,39,L-2DLDA,0.64
"Digits-32, $\sigma=1.2$",5,39,DATER-reg,0.624
"Digits-32, $\sigma=1.2$",5,39,MPCA,0.582
"Digits-32, $\sigma=1.2$",5,39,2DLDA,0.584
"Digits-32, $\sigma=1.2$",5,39,Nearest centroid,0.592
"Digits-32, $\sigma=1.2$",5,39,Ridge,0.528
"Digits-32, $\sigma=1.2$",5,39,Shrinkage LDA,0.542
"Digits-32, $\sigma=1.2$",5,40,L-2DLDA,0.628
"Digits-32, $\sigma=1.2$",5,40,DATER-reg,0.574
"Digits-32, $\sigma=1.2$",5,40,MPCA,0.536
"Digits-32, $\sigma=1.2$",5,40,2DLDA,0.55
"Digits-32, $\sigma=1.2$",5,40,Nearest centroid,0.544
"Digits-32, $\sigma=1.2$",5,40,Ridge,0.436
"Digits-32, $\sigma=1.2$",5,40,Shrinkage LDA,0.46
"Digits-32, $\sigma=1.2$",5,41,L-2DLDA,0.67
"Digits-32, $\sigma=1.2$",5,41,DATER-reg,0.63
"Digits-32, $\sigma=1.2$",5,41,MPCA,0.572
"Digits-32, $\sigma=1.2$",5,41,2DLDA,0.582
"Digits-32, $\sigma=1.2$",5,41,Nearest centroid,0.588
"Digits-32, $\sigma=1.2$",5,41,Ridge,0.522
"Digits-32, $\sigma=1.2$",5,41,Shrinkage LDA,0.544
"Digits-32, $\sigma=1.2$",5,42,L-2DLDA,0.594
"Digits-32, $\sigma=1.2$",5,42,DATER-reg,0.566
"Digits-32, $\sigma=1.2$",5,42,MPCA,0.524
"Digits-32, $\sigma=1.2$",5,42,2DLDA,0.524
"Digits-32, $\sigma=1.2$",5,42,Nearest centroid,0.542
"Digits-32, $\sigma=1.2$",5,42,Ridge,0.444
"Digits-32, $\sigma=1.2$",5,42,Shrinkage LDA,0.44
"Digits-32, $\sigma=1.2$",5,43,L-2DLDA,0.61
"Digits-32, $\sigma=1.2$",5,43,DATER-reg,0.598
"Digits-32, $\sigma=1.2$",5,43,MPCA,0.542
"Digits-32, $\sigma=1.2$",5,43,2DLDA,0.554
"Digits-32, $\sigma=1.2$",5,43,Nearest centroid,0.566
"Digits-32, $\sigma=1.2$",5,43,Ridge,0.462
"Digits-32, $\sigma=1.2$",5,43,Shrinkage LDA,0.54
"Digits-32, $\sigma=1.2$",5,44,L-2DLDA,0.606
"Digits-32, $\sigma=1.2$",5,44,DATER-reg,0.58
"Digits-32, $\sigma=1.2$",5,44,MPCA,0.524
"Digits-32, $\sigma=1.2$",5,44,2DLDA,0.542
"Digits-32, $\sigma=1.2$",5,44,Nearest centroid,0.532
"Digits-32, $\sigma=1.2$",5,44,Ridge,0.458
"Digits-32, $\sigma=1.2$",5,44,Shrinkage LDA,0.474
"Digits-32, $\sigma=1.2$",5,45,L-2DLDA,0.648
"Digits-32, $\sigma=1.2$",5,45,DATER-reg,0.626
"Digits-32, $\sigma=1.2$",5,45,MPCA,0.572
"Digits-32, $\sigma=1.2$",5,45,2DLDA,0.584
"Digits-32, $\sigma=1.2$",5,45,Nearest centroid,0.582
"Digits-32, $\sigma=1.2$",5,45,Ridge,0.488
"Digits-32, $\sigma=1.2$",5,45,Shrinkage LDA,0.514
"Digits-32, $\sigma=1.2$",5,46,L-2DLDA,0.628
"Digits-32, $\sigma=1.2$",5,46,DATER-reg,0.59
"Digits-32, $\sigma=1.2$",5,46,MPCA,0.53
"Digits-32, $\sigma=1.2$",5,46,2DLDA,0.546
"Digits-32, $\sigma=1.2$",5,46,Nearest centroid,0.548
"Digits-32, $\sigma=1.2$",5,46,Ridge,0.51
"Digits-32, $\sigma=1.2$",5,46,Shrinkage LDA,0.536
"Digits-32, $\sigma=1.2$",5,47,L-2DLDA,0.668
"Digits-32, $\sigma=1.2$",5,47,DATER-reg,0.636
"Digits-32, $\sigma=1.2$",5,47,MPCA,0.6
"Digits-32, $\sigma=1.2$",5,47,2DLDA,0.588
"Digits-32, $\sigma=1.2$",5,47,Nearest centroid,0.592
"Digits-32, $\sigma=1.2$",5,47,Ridge,0.508
"Digits-32, $\sigma=1.2$",5,47,Shrinkage LDA,0.538
"Digits-32, $\sigma=1.2$",5,48,L-2DLDA,0.642
"Digits-32, $\sigma=1.2$",5,48,DATER-reg,0.57
"Digits-32, $\sigma=1.2$",5,48,MPCA,0.522
"Digits-32, $\sigma=1.2$",5,48,2DLDA,0.526
"Digits-32, $\sigma=1.2$",5,48,Nearest centroid,0.53
"Digits-32, $\sigma=1.2$",5,48,Ridge,0.514
"Digits-32, $\sigma=1.2$",5,48,Shrinkage LDA,0.552
"Digits-32, $\sigma=1.2$",5,49,L-2DLDA,0.628
"Digits-32, $\sigma=1.2$",5,49,DATER-reg,0.608
"Digits-32, $\sigma=1.2$",5,49,MPCA,0.554
"Digits-32, $\sigma=1.2$",5,49,2DLDA,0.564
"Digits-32, $\sigma=1.2$",5,49,Nearest centroid,0.584
"Digits-32, $\sigma=1.2$",5,49,Ridge,0.462
"Digits-32, $\sigma=1.2$",5,49,Shrinkage LDA,0.478
"Digits-32, $\sigma=1.6$",5,0,L-2DLDA,0.49
"Digits-32, $\sigma=1.6$",5,0,DATER-reg,0.446
"Digits-32, $\sigma=1.6$",5,0,MPCA,0.404
"Digits-32, $\sigma=1.6$",5,0,2DLDA,0.412
"Digits-32, $\sigma=1.6$",5,0,Nearest centroid,0.408
"Digits-32, $\sigma=1.6$",5,0,Ridge,0.368
"Digits-32, $\sigma=1.6$",5,0,Shrinkage LDA,0.392
"Digits-32, $\sigma=1.6$",5,1,L-2DLDA,0.438
"Digits-32, $\sigma=1.6$",5,1,DATER-reg,0.404
"Digits-32, $\sigma=1.6$",5,1,MPCA,0.368
"Digits-32, $\sigma=1.6$",5,1,2DLDA,0.392
"Digits-32, $\sigma=1.6$",5,1,Nearest centroid,0.39
"Digits-32, $\sigma=1.6$",5,1,Ridge,0.356
"Digits-32, $\sigma=1.6$",5,1,Shrinkage LDA,0.364
"Digits-32, $\sigma=1.6$",5,2,L-2DLDA,0.472
"Digits-32, $\sigma=1.6$",5,2,DATER-reg,0.446
"Digits-32, $\sigma=1.6$",5,2,MPCA,0.392
"Digits-32, $\sigma=1.6$",5,2,2DLDA,0.412
"Digits-32, $\sigma=1.6$",5,2,Nearest centroid,0.412
"Digits-32, $\sigma=1.6$",5,2,Ridge,0.344
"Digits-32, $\sigma=1.6$",5,2,Shrinkage LDA,0.374
"Digits-32, $\sigma=1.6$",5,3,L-2DLDA,0.456
"Digits-32, $\sigma=1.6$",5,3,DATER-reg,0.432
"Digits-32, $\sigma=1.6$",5,3,MPCA,0.38
"Digits-32, $\sigma=1.6$",5,3,2DLDA,0.392
"Digits-32, $\sigma=1.6$",5,3,Nearest centroid,0.408
"Digits-32, $\sigma=1.6$",5,3,Ridge,0.336
"Digits-32, $\sigma=1.6$",5,3,Shrinkage LDA,0.352
"Digits-32, $\sigma=1.6$",5,4,L-2DLDA,0.474
"Digits-32, $\sigma=1.6$",5,4,DATER-reg,0.448
"Digits-32, $\sigma=1.6$",5,4,MPCA,0.396
"Digits-32, $\sigma=1.6$",5,4,2DLDA,0.42
"Digits-32, $\sigma=1.6$",5,4,Nearest centroid,0.412
"Digits-32, $\sigma=1.6$",5,4,Ridge,0.352
"Digits-32, $\sigma=1.6$",5,4,Shrinkage LDA,0.364
"Digits-32, $\sigma=1.6$",5,5,L-2DLDA,0.442
"Digits-32, $\sigma=1.6$",5,5,DATER-reg,0.404
"Digits-32, $\sigma=1.6$",5,5,MPCA,0.35
"Digits-32, $\sigma=1.6$",5,5,2DLDA,0.368
"Digits-32, $\sigma=1.6$",5,5,Nearest centroid,0.366
"Digits-32, $\sigma=1.6$",5,5,Ridge,0.338
"Digits-32, $\sigma=1.6$",5,5,Shrinkage LDA,0.336
"Digits-32, $\sigma=1.6$",5,6,L-2DLDA,0.478
"Digits-32, $\sigma=1.6$",5,6,DATER-reg,0.478
"Digits-32, $\sigma=1.6$",5,6,MPCA,0.432
"Digits-32, $\sigma=1.6$",5,6,2DLDA,0.44
"Digits-32, $\sigma=1.6$",5,6,Nearest centroid,0.45
"Digits-32, $\sigma=1.6$",5,6,Ridge,0.392
"Digits-32, $\sigma=1.6$",5,6,Shrinkage LDA,0.404
"Digits-32, $\sigma=1.6$",5,7,L-2DLDA,0.554
"Digits-32, $\sigma=1.6$",5,7,DATER-reg,0.518
"Digits-32, $\sigma=1.6$",5,7,MPCA,0.466
"Digits-32, $\sigma=1.6$",5,7,2DLDA,0.488
"Digits-32, $\sigma=1.6$",5,7,Nearest centroid,0.474
"Digits-32, $\sigma=1.6$",5,7,Ridge,0.392
"Digits-32, $\sigma=1.6$",5,7,Shrinkage LDA,0.414
"Digits-32, $\sigma=1.6$",5,8,L-2DLDA,0.5
"Digits-32, $\sigma=1.6$",5,8,DATER-reg,0.46
"Digits-32, $\sigma=1.6$",5,8,MPCA,0.42
"Digits-32, $\sigma=1.6$",5,8,2DLDA,0.424
"Digits-32, $\sigma=1.6$",5,8,Nearest centroid,0.416
"Digits-32, $\sigma=1.6$",5,8,Ridge,0.358
"Digits-32, $\sigma=1.6$",5,8,Shrinkage LDA,0.4
"Digits-32, $\sigma=1.6$",5,9,L-2DLDA,0.472
"Digits-32, $\sigma=1.6$",5,9,DATER-reg,0.438
"Digits-32, $\sigma=1.6$",5,9,MPCA,0.38
"Digits-32, $\sigma=1.6$",5,9,2DLDA,0.39
"Digits-32, $\sigma=1.6$",5,9,Nearest centroid,0.392
"Digits-32, $\sigma=1.6$",5,9,Ridge,0.382
"Digits-32, $\sigma=1.6$",5,9,Shrinkage LDA,0.382
"Digits-32, $\sigma=1.6$",5,10,L-2DLDA,0.548
"Digits-32, $\sigma=1.6$",5,10,DATER-reg,0.518
"Digits-32, $\sigma=1.6$",5,10,MPCA,0.46
"Digits-32, $\sigma=1.6$",5,10,2DLDA,0.486
"Digits-32, $\sigma=1.6$",5,10,Nearest centroid,0.466
"Digits-32, $\sigma=1.6$",5,10,Ridge,0.386
"Digits-32, $\sigma=1.6$",5,10,Shrinkage LDA,0.414
"Digits-32, $\sigma=1.6$",5,11,L-2DLDA,0.516
"Digits-32, $\sigma=1.6$",5,11,DATER-reg,0.478
"Digits-32, $\sigma=1.6$",5,11,MPCA,0.44
"Digits-32, $\sigma=1.6$",5,11,2DLDA,0.45
"Digits-32, $\sigma=1.6$",5,11,Nearest centroid,0.448
"Digits-32, $\sigma=1.6$",5,11,Ridge,0.4
"Digits-32, $\sigma=1.6$",5,11,Shrinkage LDA,0.448
"Digits-32, $\sigma=1.6$",5,12,L-2DLDA,0.484
"Digits-32, $\sigma=1.6$",5,12,DATER-reg,0.448
"Digits-32, $\sigma=1.6$",5,12,MPCA,0.406
"Digits-32, $\sigma=1.6$",5,12,2DLDA,0.4
"Digits-32, $\sigma=1.6$",5,12,Nearest centroid,0.41
"Digits-32, $\sigma=1.6$",5,12,Ridge,0.38
"Digits-32, $\sigma=1.6$",5,12,Shrinkage LDA,0.398
"Digits-32, $\sigma=1.6$",5,13,L-2DLDA,0.508
"Digits-32, $\sigma=1.6$",5,13,DATER-reg,0.468
"Digits-32, $\sigma=1.6$",5,13,MPCA,0.386
"Digits-32, $\sigma=1.6$",5,13,2DLDA,0.414
"Digits-32, $\sigma=1.6$",5,13,Nearest centroid,0.428
"Digits-32, $\sigma=1.6$",5,13,Ridge,0.344
"Digits-32, $\sigma=1.6$",5,13,Shrinkage LDA,0.378
"Digits-32, $\sigma=1.6$",5,14,L-2DLDA,0.44
"Digits-32, $\sigma=1.6$",5,14,DATER-reg,0.412
"Digits-32, $\sigma=1.6$",5,14,MPCA,0.374
"Digits-32, $\sigma=1.6$",5,14,2DLDA,0.38
